"";"classe 1";"classe 2";"classe 3"
"passager";-3,958;0,184;2,686
"parallèlement";-0,121;-1,913;1,668
"newcomen";-7,434;-1,913;12,992
"neuf";5,557;-1,753;-1,906
"médical";1,244;-0,2;-0,603
"morale";0,707;-1,913;0,018
"militantisme";-2,804;42,979;-8,336
"mhistoire";0,064;1,303;-1,066
"masculin";-0,121;-1,913;1,668
"marin";4,284;-1,593;-1,308
"luxemburg";16,189;-1,593;-9,264
"littéraire";-0,121;3,901;-1,044
"limité";0,244;-0,2;-0,03
"laws";-7,434;-1,913;12,992
"koutchma";-7,434;75,531;-11,12
"juif";12,955;-1,753;-6,7
"jenny";-7,434;-1,913;12,992
"jazeera";-6,194;62,926;-9,264
"jacob";-2,475;0,429;1,164
"isaac";-2,804;-1,434;6,019
"intéresser";-4,546;-1,913;9,158
"institutionnel";-4,546;-1,913;9,158
"infini";-0,091;-1,434;1,25
"industrialiser";-7,434;-1,913;12,992
"indulgent";9,799;-0,052;-8,336
"imprimerie";-2,364;-1,913;5,992
"immoler";-6,194;62,926;-9,264
"ignorer";7,404;-1,593;-3,158
"géopolitique";-0,276;1,303;-0,076
"guère";0,707;-1,913;0,018
"guillaume";3,7;-0,796;-1,578
"global";-0,121;0,088;0,018
"gisèle";-6,814;55,406;-6,7
"fusiller";19,432;-1,913;-11,12
"frapper";5,557;-1,753;-1,906
"fossile";-7,434;-1,913;12,992
"fertile";-6,814;-1,753;11,907
"fernand";-5,573;-1,434;9,74
"exclusivement";-0,091;-1,434;1,25
"esclave";-0,286;-1,593;1,932
"emporter";6,695;-1,115;-3,201
"effondrement";6,888;-1,913;-2,56
"ecclésiastique";-0,121;-1,913;1,668
"détroit";16,189;-1,593;-9,264
"désordre";0,707;3,901;-4,744
"désirer";2;-1,274;-0,357
"dépression";0,707;-1,913;0,018
"démographie";-7,434;-1,913;12,992
"déchu";-0,889;38,099;-11,12
"douane";0,244;-1,753;0,186
"domestique";-3,958;-1,753;8,104
"disposition";-0,889;28,44;-7,597
"discuter";0,707;-0,295;-0,197
"dictateur";0,244;9,362;-6,7
"darby";-4,954;-1,274;8,656
"crédit";-0,091;-0,052;0,203
"croître";-4,546;-0,295;5,992
"cordelier";12,948;-1,274;-7,409
"convergence";-2,364;-1,913;5,992
"convaincre";0,707;-1,913;0,018
"contraint";-0,889;-1,913;3,496
"constater";4,12;-1,913;-1,044
"consister";-2,364;-0,295;3,496
"conseiller";6,888;0,088;-7,597
"confisquer";0,707;1,289;-2,56
"conduite";3,089;-1,434;-0,782
"combattre";5,557;-0,2;-3,939
"coke";-6,194;-1,593;10,824
"civique";6,888;-1,913;-2,56
"chicago";-2,243;8,896;-0,357
"cheval";-6,194;-1,593;10,824
"chercheur";-0,121;-0,295;0,509
"californie";-0,091;0,549;-0,047
"bruno";-0,976;0,549;0,203
"brian";-3,714;14,209;-0,521
"bourguiba";-4,546;61,644;-11,12
"bouleverser";-4,546;-1,913;9,158
"bordeaux";0,589;-0,118;-0,26
"bill";-0,276;1,303;-0,076
"benoît";-4,546;3,901;0,509
"beauvoir";-7,434;49,167;-4,744
"bassin";-7,434;3,901;1,668
"avancer";-2,364;-0,295;3,496
"assignat";0,014;-1,593;0,572
"arendt";-2,475;-0,637;4,326
"apport";-7,434;-1,913;12,992
"ambassadeur";-2,364;49,167;-11,12
"alimentation";-2,364;-1,913;5,992
"aggraver";8,87;-1,753;-3,939
"adulte";-3,376;-1,593;7,057
"adresse";2,059;-0,956;-0,521
"acheter";-7,434;-1,913;12,992
"accéder";0,707;-0,295;-0,197
"accueil";0,007;9,045;-4,629
"aborder";-6,814;0,184;5,03
"abondant";-7,434;-1,913;12,992
"île";-0,016;0,184;-0,03
"évacuer";3,015;-0,2;-1,906
"équipe";-0,976;2,924;-0,047
"épidémie";-0,559;-0,2;1,071
"émigré";17,81;-1,753;-10,192
"éditeur";6,695;0,002;-6,482
"voltaire";-3,958;-1,753;8,104
"varsovie";17,81;-1,753;-10,192
"vaincre";12,955;-1,753;-6,7
"tymochenko";-6,814;69,227;-10,192
"tuilerie";8,87;-1,753;-3,939
"trotsky";11,328;-1,115;-6,482
"transmettre";-6,814;-0,2;8,104
"trace";-0,286;-1,593;1,932
"tisser";-6,814;-1,753;11,907
"théorique";-1,407;-1,593;4,093
"thompson";-3,714;-0,956;6,491
"texas";-0,296;-0,637;1,164
"temporaire";-1,873;-0,2;2,686
"taxe";-0,016;-1,753;1,071
"sûr";1,006;-0,796;-0,13
"sédentaire";-6,814;-1,753;11,907
"synthèse";0,471;-1,274;0,012
"survenir";-0,016;-1,753;1,071
"suggérer";-0,559;-1,753;2,686
"suffisamment";-1,407;-0,118;1,932
"successif";1,244;0,184;-1,906
"statistique";-0,976;-0,052;1,25
"stamp";12,948;-1,274;-7,409
"square";11,328;-1,115;-6,482
"soirée";-2,243;16,084;-1,705
"singularité";-6,814;-1,753;11,907
"significatif";1,244;-1,753;-0,03
"sauvage";-3,376;-0,118;4,093
"résolution";17,81;-1,753;-10,192
"réserver";-3,958;-0,2;5,03
"régulation";-1,873;-1,753;5,03
"régler";5,557;-0,2;-3,939
"rostow";-6,814;-1,753;11,907
"ronald";1,063;0,002;-1,066
"rockefeller";-6,194;-1,593;10,824
"respecter";2,013;-0,118;-1,308
"reposer";-0,559;-1,753;2,686
"recul";-3,958;-1,753;8,104
"reconstruction";5,557;-0,2;-3,939
"rail";-6,814;-1,753;11,907
"quête";-2,804;-1,434;6,019
"pénal";4,589;0,859;-7,409
"prêter";5,557;0,184;-6,7
"préfigurer";-1,873;-1,753;5,03
"proprement";-6,194;-0,118;7,057
"proposition";11,372;-0,118;-9,264
"portée";0,244;-0,2;-0,03
"pornographique";-0,091;-1,434;1,25
"polonais";2,013;-0,118;-1,308
"pologne";16,189;-1,593;-9,264
"pogrom";12,955;-1,753;-6,7
"planétaire";-6,814;-1,753;11,907
"planning";0,148;-0,052;-0,047
"plaisir";-2,243;-0,01;2,329
"photo";-1,407;0,333;0,572
"peupler";-0,016;-1,753;1,071
"peter";0,353;-0,956;0,009
"peinture";-1,873;-1,753;5,03
"passif";0,589;-1,593;0,015
"palmer";-4,334;-1,115;7,573
"ong";-3,376;37,132;-5,81
"obligatoire";0,244;-1,753;0,186
"neutre";-0,559;0,184;0,186
"nettement";-0,002;-1,274;0,669
"mêler";2;-1,274;-0,357
"mongolie";17,81;-1,753;-10,192
"modification";-0,286;-0,118;0,572
"modern";0,235;0,429;-0,852
"mentalité";-6,814;-0,2;8,104
"maximum";0,589;-0,118;-0,26
"marine";0,148;-0,052;-0,047
"maoïstes";11,372;-0,118;-9,264
"malia";0,353;-0,956;0,009
"liaison";-3,958;0,184;2,686
"lester";-6,194;-1,593;10,824
"kronstadt";16,189;-1,593;-9,264
"kornilov";14,568;-1,434;-8,336
"kepler";-6,194;-1,593;10,824
"jouir";0,589;-1,593;0,015
"jack";-4,334;-1,115;7,573
"inédit";-3,376;-1,593;7,057
"interdit";1,244;-1,753;-0,03
"inquiéter";-1,873;-1,753;5,03
"initialement";0,014;0,333;-0,26
"inflation";-6,814;-1,753;11,907
"inclure";-1,407;-1,593;4,093
"impérialisme";5,557;-1,753;-1,906
"impulsion";2;-1,274;-0,357
"hôpital";4,284;0,333;-5,81
"héritage";16,189;-1,593;-9,264
"house";-2,243;36,8;-7,409
"hall";2,013;-1,593;-0,26
"halimi";-6,814;55,406;-6,7
"générateur";-5,573;-1,434;9,74
"généraliser";-6,814;-1,753;11,907
"godbout";12,955;-1,753;-6,7
"garantir";-1,873;-1,753;5,03
"fédéralistes";17,81;-1,753;-10,192
"frederick";-1,873;-1,753;5,03
"fixe";0,244;-1,753;0,186
"faciliter";-3,958;-1,753;8,104
"extrêmement";-0,559;-1,753;2,686
"exposition";-2,243;-1,274;4,992
"euro";-1,407;11,123;-1,308
"entretien";-2,804;0,549;1,25
"emprisonner";8,87;-0,2;-6,7
"efficacité";-6,814;-1,753;11,907
"détail";-1,699;5,02;-0,076
"dépendre";-0,286;-1,593;1,932
"déchristianisation";12,948;-1,274;-7,409
"dur";0,014;18,102;-9,264
"domenach";2;-0,01;-1,705
"documentaire";-3,095;31,442;-4,629
"diplomatie";0,244;4,766;-3,939
"demeurer";-1,873;-0,2;2,686
"cèdre";-0,592;25,385;-7,409
"cylindre";-5,573;-1,434;9,74
"cyber";-6,194;62,926;-9,264
"cubain";16,189;-1,593;-9,264
"crucial";-6,814;-0,2;8,104
"couche";1,244;-1,753;-0,03
"copie";-4,954;-1,274;8,656
"contre_culture";3,015;-1,753;-0,603
"conscient";-0,559;0,184;0,186
"confort";-6,814;-1,753;11,907
"composant";-6,814;0,184;5,03
"comparaison";-0,002;-0,01;0,012
"commissaire";17,81;-1,753;-10,192
"classique";-4,334;1,303;1,533
"clairement";-3,376;0,333;1,932
"ciel";-3,376;-1,593;7,057
"catherine";-4,954;8,896;0,012
"caravane";-5,573;42,979;-4,927
"caetano";17,81;-1,753;-10,192
"briser";0,148;-1,434;0,203
"book";0,235;-0,637;0,006
"bloquer";-1,873;23,168;-3,939
"biais";-0,559;0,184;0,186
"belge";-3,376;-1,593;7,057
"baron";-0,559;-1,753;2,686
"aussitôt";-0,559;1,706;-0,03
"au_delà";1,244;-0,2;-0,603
"assumer";3,015;-1,753;-0,603
"assassiner";17,81;-1,753;-10,192
"antérieur";-3,958;-0,2;5,03
"anniversaire";5,557;0,184;-6,7
"aménagement";-5,573;-0,052;6,019
"amorcer";-1,873;-1,753;5,03
"alliance";17,81;-1,753;-10,192
"akaïev";-3,958;55,406;-10,192
"actuellement";0,014;0,333;-0,26
"accusation";5,557;1,706;-10,192
"accessible";-1,873;-0,2;2,686
"abraham";-3,714;-0,956;6,491
"étroit";-1,407;-0,118;1,932
"de";3,519;-11,037;0,215
"la";26,098;-18,288;-4,092
"le";3,966;89,968;-71,746
"et";4,592;-2,725;-0,897
"l";-51,325;-4,461;70,937
"les";23,695;-32,23;-0,678
"en";-15,989;-0,677;19,854
"des";6,088;-9,563;-0,073
"être";6,795;-58,221;7,402
"à";-0,887;-9,58;9,29
"du";10,516;5,53;-22,788
"d";-0,04;-4,562;2,775
"avoir";0,364;55,043;-32,46
"une";-12,223;-15,73;37,604
"un";-9,615;-0,207;11,083
"dans";-28,106;-0,032;27,873
"par";0;-0,258;0,127
"au";-0,185;-1,91;1,876
"que";-10,723;-19,316;38,591
"sur";-18,386;11,762;3,269
"qui";3,16;-17,622;1,352
"pour";-0,042;2,025;-0,61
"ne";0,232;-29,786;10,829
"il";-0,313;-34,856;21,263
"s";4,781;-4,794;-0,382
"plus";-16,362;-38,561;67,428
"se";14,377;-7,936;-3,053
"2";-0,998;11,644;-1,902
"faire";-0,371;0,14;0,112
"aux";16,403;-15,548;-1,496
"ce";-0,091;-5,46;3,623
"qu";-0,462;-20,427;14,247
"pas";-0,262;-19,361;12,455
"avec";-3,465;-0,058;3,906
"1";-6,398;0,461;3,97
"comme";-19,778;-19,033;53,734
"pouvoir";39,585;-7,143;-18,301
"son";-0,148;2,512;-0,515
"ou";-0,118;-24,633;14,088
"mais";2,365;-29,278;4,979
"cette";-7,009;-16,131;28,53
"3";-2,495;6,127;-0,028
"elle";-0,009;-23,848;11,954
"c";-2,693;0,002;2,457
"4";1,122;1,151;-3,129
"entre";0,648;-4,514;0,463
"on";-37,092;-11,981;69,014
"sa";-0,269;1,277;-0,075
"leur";10,127;-13,438;-0,325
"2011";-95,502;998,686;-150,393
"ses";0,999;-2,585;0,018
"5";-0,273;8,108;-2,112
"autres";-0,774;-0,258;1,454
"après";22,996;3,899;-36,288
"contre";58,822;2,192;-71,893
"ils";25,32;-14,811;-5,031
"ainsi";0,374;-0,466;-0,016
"même";3,11;-2,607;-0,364
"aussi";-0,052;0,129;-0,001
"ces";-1,228;-1,564;3,759
"deux";0,594;-0,223;-0,18
"tout";-0,076;-4,017;2,716
"b";-8,568;157,205;-33,519
"an";0,333;1,545;-2,01
"sans";4,551;-0,808;-2,119
"sous";4,294;3,517;-10,938
"6";-0,109;6,913;-2,221
"y";-0,108;-5,571;3,786
"dont";-0,403;1,702;-0,079
"dès";0,224;-1,881;0,235
"alors";8,473;-2,089;-3,369
"devoir";16,087;-2,121;-8,397
"où";-0,511;-1,521;2,386
"selon";-10,931;-0,149;12,121
"leurs";15,234;-10,095;-2,584
"bien";-2,701;-1,411;5,839
"7";-0,873;68,198;-22,844
"0";-2,532;0,667;0,971
"10";12,374;6,813;-27,239
"très";-1,957;-0,174;2,715
"depuis";-1,889;12,758;-1,262
"vers";-6,227;-10,307;21,514
"in";-4,307;7,798;0,009
"tous";10,539;-5,126;-2,553
"ben";-74,858;838,396;-132,941
"avant";8,207;-0,516;-5,251
"000";10,306;-0,451;-7,074
"si";1,764;-7,332;0,329
"puis";1,735;-5,095;0,075
"8";0,678;23,988;-17,426
"non";-0,027;-8,656;4,786
"encore";-4,375;-1,796;8,747
"lui";3,651;-2,584;-0,564
"nous";0,388;-3,582;0,487
"lors";8,195;2,988;-15,799
"1789";53,286;-13,681;-20,718
"plusieurs";-0,565;4,558;-0,547
"certains";-3,125;1,723;0,664
"9";4,599;4,313;-12,364
"1968";41,606;-3,176;-25,459
"peu";-2,863;0,197;1,795
"autre";-16,594;-7,601;34,35
"trois";2,134;0,263;-3,148
"moins";-2,358;-1,95;6,028
"toute";0,069;-2,377;0,65
"2010";-29,036;272,181;-37,495
"2005";-6,66;155,884;-37,089
"point";-12,139;4,222;3,894
"donc";-2,573;-12,35;15,847
"million";-0,144;-0,579;0,797
"25";29,443;13,799;-61,403
"2013";0,033;25,909;-13,566
"14";0,049;99,81;-50,378
"2004";-2,784;98,544;-27,198
"978";2,6;0,009;-2,671
"1917";68,791;-12,217;-32,022
"j";-0,518;-0,668;1,595
"20";12,4;22,586;-44,868
"vouloir";15,646;0,213;-17,349
"11";0,428;28,188;-18,431
"dire";1,01;-6,629;0,633
"pendant";21,584;-0,02;-19,546
"2009";-0,186;10,664;-3,35
"17";6,055;63,259;-61,965
"13";5,979;19,673;-29,522
"15";0,098;41,443;-22,459
"elles";-0,982;-1,556;3,323
"2012";0,48;2,893;-3,404
"t";0,245;-2,311;0,32
"personne";9,382;4,525;-19,751
"26";0,881;34,633;-24,666
"ni";6,57;0,055;-7,044
"01";-30,717;379,185;-64,366
"quelques";1,556;-0,473;-0,547
"celle";-2,141;-0,113;2,739
"toujours";0,917;0,458;-1,953
"22";9,8;17,711;-35,324
"celui";-6,141;-0,704;8,929
"30";15,136;0,789;-19,321
"cet";-0,327;-1,413;1,89
"24";3,209;41,177;-37,975
"16";2,246;66,662;-50,146
"18";8,047;23,814;-37,458
"21";0,881;62,331;-40,336
"souvent";-1,973;-5,546;8,929
"2007";0,091;21,174;-11,997
"2000";-1,747;1,518;0,191
"1967";45,388;-9,301;-19,816
"cependant";1,825;-2,834;-0,024
"déjà";0,553;-0,922;-0,004
"1960";-0,652;-1,413;2,573
"1918";51,633;-9,346;-23,84
"1793";87,566;-8,386;-50,499
"fort";-0,381;-1,185;1,824
"2003";-0,149;10,983;-3,636
"1969";15,645;-0,715;-10,656
"falloir";-6,712;-1,887;12,011
"19";3,677;28,825;-30,948
"toutes";0,007;-6,054;2,612
"tard";-1,089;-0,273;1,89
"bon";1,137;-2,017;-0,003
"afin";2,512;0,003;-2,486
"cela";-6,866;-0,231;8,29
"12";3,488;27,859;-29,726
"23";-0,001;76,56;-35,943
"1989";12,299;-0,331;-9,088
"surtout";-7,255;-4,783;17,025
"1970";1,925;-0,372;-0,864
"me";4,284;-1,593;-1,308
"to";-0,061;1,949;-0,521
"durant";-0,095;0,082;0,011
"2008";-0,899;15,301;-3,141
"1972";0;5,564;-2,677
"m";-6,285;3,404;1,363
"tandis_que";-0,002;2,392;-1,044
"quand";5,106;-0,683;-2,651
"ceux";8,09;-4,313;-1,785
"2017";-12,421;45,435;-1,477
"1971";-0,005;25,975;-11,837
"toutefois";-0,061;-6,742;4,117
"quatre";8,283;-0,614;-5,104
"2016";-2,924;28,899;-4,161
"2006";-0,66;3,447;-0,239
"laquelle";-10,836;0,152;8,603
"devant";10,644;17,049;-36,206
"car";-0,001;-1,686;0,858
"27";7,216;10,893;-23,873
"2019";-0,426;35,407;-11,997
"2018";-0,712;48,806;-15,93
"1848";12,083;-2,03;-5,757
"savoir";-1,23;-4,318;6,299
"grâce";-9,886;-4,313;20,146
"chez";-1,099;-0,008;1,168
"1966";43,122;-6,478;-21,469
"eux";19,354;-3,176;-9,309
"ailleurs";-9,419;-0,314;11,361
"v";4,999;1,691;-9,425
"e";-1,664;16,268;-2,322
"certaines";-2,782;-1,3;5,797
"jusqu_à";0;-0,948;0,476
"je";3,36;-0,695;-1,461
"d_abord";0,837;-3,048;0,098
"28";0,147;66,746;-36,003
"2020";-10,157;148,459;-28,018
"parmi";0,082;-0,217;0,002
"parfois";-1,099;-0,217;1,797
"lequel";-5,378;-0,433;7,336
"autant";-0,5;-5,822;5,521
"aujourd_hui";-15,802;-6,794;32,054
"jamais";-0,212;-3,067;2,735
"malgré";0,863;-1,386;-0,009
"comment";-0,068;-2,04;1,531
"2014";-4,099;12,947;-0,259
"1997";-1,393;0;1,302
"1965";9,032;-0,399;-6,189
"tant";-1,496;-0,636;3,024
"1792";48,582;-4,126;-28,941
"or";-0,616;-0,319;1,329
"cinq";8,485;1,054;-12,532
"1794";43,455;-4,904;-23,871
"2015";-1,112;2,06;0,001
"1776";24,877;-6,238;-9,799
"ensuite";0,377;-2,155;0,171
"beaucoup";0,837;-3,584;0,171
"autour";-2,222;0,477;0,949
"1791";49,233;-3,295;-31,068
"enfin";4,051;-4,022;-0,332
"1980";0,688;-0,331;-0,169
"1799";6,186;-2,871;-1,567
"plupart";0,607;-4,466;0,487
"1920";15,416;-7,526;-3,721
"trop";-0,349;0,054;0,171
"1775";11,866;-4,312;-3,686
"quant";1,084;-3,439;0,07
"lendemain";10,06;10,907;-28,725
"c_est_à_dire";0,982;-7,043;0,747
"1988";-3,941;-0,633;6,144
"1974";25,207;-0,514;-19,263
"parce_que";-0,002;-2,175;1,128
"dix";-5,473;0,002;5,043
"29";0,047;20,492;-11,088
"1999";-0,143;6,397;-1,888
"vous";0,391;-1,29;0,03
"notre";-8,009;4,389;1,714
"nos";-5,651;-2,587;11,696
"croire";1,468;-4,281;0,061
"1964";14,42;-4,633;-4,887
"outre";-10,368;-0,99;14,569
"1987";0,027;2,151;-1,369
"celui_ci";1,831;-2,448;-0,057
"50";-2,825;2,346;0,336
"2002";0,271;2,975;-2,87
"assez";-4,69;-0,018;4,833
"1976";24,549;-1,775;-15,218
"aucune";0,032;-0,161;0,011
"f";-0,015;0,068;-0,004
"1998";3,065;0,221;-4,106
"1990";-0,846;-0,914;2,412
"1973";10,326;-0,004;-9,498
"1962";10,458;-2,448;-4,274
"1950";-1,971;-0,992;4,209
"voire";-0,031;-0,331;0,32
"là";1,243;0,001;-1,218
"2001";-0,143;6,397;-1,888
"1871";-0,686;-0,79;2,01
"mieux";-0,66;-5,114;5,513
"environ";-0,527;0,846;0,005
"31";9,29;8,794;-25,069
"1975";-0,686;2,474;-0,077
"1963";0,696;0,06;-0,962
"1921";35,795;-2,899;-21,585
"1783";13,13;-4,472;-4,274
"tu";14,543;-1,913;-7,597
"treize";-0,017;-5,596;3,086
"aucun";0,085;-0,001;-0,066
"68";0,334;9,775;-7,375
"g";-0,003;0,341;-0,119
"chaque";-0,201;-1,518;1,649
"celle_ci";0,085;-2,175;0,536
"tel";-10,295;-0,803;13,97
"six";-0,335;10,757;-2,878
"lui_même";-1,386;-0,041;1,649
"différents";4,606;-0,889;-2,068
"1993";0,02;-2,392;0,859
"ici";-0,007;-5,114;2,686
"certain";-0,636;-1,147;2,29
"1992";-0,573;4,483;-0,521
"1991";1,904;1,25;-4,461
"rien";2,134;-0,914;-0,581
"néanmoins";-1,121;10,003;-1,32
"jusqu";1,021;-0,514;-0,239
"1977";-0,016;0,525;-0,142
"1860";-12,094;-4,633;23,667
"1800";-16,761;-4,312;29,29
"1790";8,048;-1,268;-3,934
"telle";-10,737;-1,392;15,996
"pourtant";2,366;-1,392;-0,467
"huit";2,019;0,109;-2,59
"concernant";0,271;-0,493;0
"celles";-3,634;-0,041;3,974
"1985";0;-2,072;0,948
"1961";5,014;-3,671;-0,736
"vite";1,364;-0,018;-1,089
"salut";30,731;-2,004;-19,504
"anti";14,255;-1,571;-7,889
"1919";22,968;-4,472;-10,268
"1850";-12,094;-4,633;23,667
"1777";16,495;-2,552;-8,121
"mal";0,008;-1,714;0,662
"lorsqu";2,595;0,176;-3,442
"1840";-0,861;-4,793;5,81
"100";-1,733;-0,157;2,412
"tels";-0,846;-4,312;5,405
"500";0,445;-0,157;-0,142
"1979";1,416;-0,592;-0,394
"1930";-0,213;-3,351;2,922
"1781";25,772;-3,031;-13,974
"loin";8,09;-1,029;-4,274
"1978";7,36;-0,165;-5,564
"02";-4,954;-1,274;8,656
"1787";5,557;-0,2;-3,939
"1770";5,153;-2,392;-1,305
"1763";6,331;-2,552;-1,814
"presque";1,017;-2,004;0
"pourquoi";0,003;-2,871;1,232
"davantage";-0,41;-0,063;0,634
"60";-0,889;-0,295;1,668
"1995";5,305;-0,401;-3,255
"1982";-0,33;-0,02;0,431
"envers";0,49;1,509;-2,331
"elle_même";0,355;-2,004;0,156
"1996";-0,152;2,124;-0,391
"1949";3,124;-3,031;-0,27
"1830";-0,243;-3,831;3,341
"1780";0,391;-3,191;0,387
"telles";-9,106;0,176;7,002
"lesquels";-0,005;-1,859;1,019
"chacun";-1,851;-1,43;4,609
"45";4,037;0,702;-6,408
"1986";0,471;-0,01;-0,357
"1959";4,03;2,151;-8,778
"1870";-2,653;-3,671;8,432
"votre";4,589;-0,01;-4,056
"u";1,147;-1,434;-0,047
"sept";0,068;0,369;-0,451
"peut_être";-1,556;0,221;0,791
"lesquelles";-0,592;-0,493;1,517
"1994";-0,091;0,549;-0,047
"1922";14,943;-2,392;-7,259
"1774";25,772;-3,031;-13,974
"quoi";-0,83;-1,43;2,922
"eux_mêmes";1,298;-0,401;-0,451
"diverses";-4,057;0,068;3,165
"auparavant";-0,382;0;0,372
"40";9,674;-0,514;-6,408
"1846";-9,982;-3,351;18,781
"1815";-2,818;-3,191;8,198
"partout";-0,83;-3,351;4,609
"moi";2,293;0,429;-3,703
"1984";-2,573;-0,02;2,751
"1956";0,455;-2,392;0,168
"1953";0,063;-2,711;0,791
"1945";7,85;-2,392;-2,755
"1936";2,209;-0,02;-1,814
"1820";-6,185;-3,031;13,09
"moindre";1,179;-3,191;0,03
"lorsque";1,061;-1,018;-0,094
"cent";5,019;-0,165;-3,607
"200";0,063;1,382;-1,112
"1788";10,149;-3,031;-3,607
"mille";-0,553;5,725;-0,856
"1958";9,189;-2,552;-3,415
"1944";1,565;-2,711;-0,007
"1880";-8,676;-2,232;15,161
"x";1,147;-0,052;-0,782
"puisque";3,065;-2,711;-0,323
"mon";0,02;-0,002;-0,012
"36";-0,559;-1,753;2,686
"1957";0,589;-1,593;0,015
"1905";0,348;-2,072;0,175
"1795";17,736;-0,514;-12,976
"1782";12,955;-1,753;-6,7
"1765";3,021;-0,633;-1,305
"quelque";0,208;-0,757;0,024
"jusqu_au";0,063;1,382;-1,112
"95";-3,095;2,916;0,286
"300";2,128;0,702;-3,984
"1914";0;-2,072;0,948
"1779";0,825;-2,232;0,021
"1750";-3,941;-2,392;8,976
"vingt";-2,112;0,499;0,859
"via";-3,941;13,768;-0,391
"mêmes";0,943;-0,02;-0,716
"juste";0,208;-0,757;0,024
"ceux_ci";0,455;-0,633;-0,012
"certes";-0,003;1,72;-0,716
"cents";0,348;6,726;-5,569
"90";0,148;2,924;-2,409
"1983";0,471;-0,01;-0,357
"1981";3,015;-0,2;-1,906
"1948";-0,889;-0,295;1,668
"150";3,021;-0,002;-2,755
"maintenant";3,015;-1,753;-0,603
"douze";-0,559;-0,2;1,071
"cinquante";-1,674;0,702;0,464
"57";-0,091;0,549;-0,047
"49";-0,976;0,549;0,203
"400";2,128;-2,232;-0,152
"35";0,148;0,549;-0,782
"1954";2,06;0,088;-2,56
"1938";16,138;-0,401;-12,048
"06";-0,061;0,044;0,009
"04";3,273;0,002;-3,201
"ça";-0,037;-2,232;1,48
"vos";0,007;0,166;-0,13
"vis_à_vis";-0,553;10,048;-2,133
"derrière";1,244;0,184;-1,906
"99";-4,546;0,088;3,496
"62";-0,276;0,002;0,232
"47";-0,296;-0,637;1,164
"1778";12,955;-1,753;-6,7
"1773";3,7;-0,796;-1,578
"quasi";1,347;3,193;-5,569
"puisqu";0,348;-0,401;-0,019
"près";0,348;-2,072;0,175
"longtemps";0,348;-2,072;0,175
"hors";4,284;-0,118;-3,158
"da";9,708;-0,956;-5,555
"certaine";-1,264;-0,401;2,339
"attention";-1,264;0,03;0,948
"arrière";0;11,561;-5,569
"70";0,014;-0,118;0,015
"56";1,006;0,166;-1,578
"44";-0,061;14,209;-5,555
"43";0,471;0,859;-1,705
"41";-0,286;-0,118;0,572
"33";0,148;-0,052;-0,047
"1952";3,089;-1,434;-0,782
"1940";3,089;-1,434;-0,782
"1913";-2,364;-1,913;5,992
"1884";-0,016;-0,2;0,186
"1834";-1,264;-2,072;4,347
"120";-0,286;-1,593;1,932
"vive";8,87;-1,753;-3,939
"aube";-2,804;-0,052;3,189
"55";3,273;-1,115;-1,066
"250";-0,016;-0,2;0,186
"1955";3,015;-0,2;-1,906
"1900";-0,016;-1,753;1,071
"1847";0,061;-0,295;0,018
"1841";0,589;-1,593;0,015
"1825";-6,814;-1,753;11,907
"1797";7,404;-1,593;-3,158
"1769";-4,546;-1,913;9,158
"te";6,695;-1,115;-3,201
"tap";-3,376;49,183;-9,264
"soi";-3,958;-1,753;8,104
"quinze";-0,286;-0,118;0,572
"o";-0,703;-0,796;2,045
"800";-0,016;0,184;-0,03
"75";0,014;-0,118;0,015
"72";0,148;0,549;-0,782
"48";-0,061;0,044;0,009
"42";0,353;1,949;-2,37
"38";0,007;0,166;-0,13
"1943";0,148;-1,434;0,203
"1890";-5,573;-1,434;9,74
"1869";-6,194;-1,593;10,824
"1867";0,014;-1,593;0,572
"1804";0,064;-1,115;0,232
"1764";3,089;-1,434;-0,782
"1760";-0,559;-1,753;2,686
"1610";-2,243;-1,274;4,992
"ton";4,284;0,333;-5,81
"sauf";-0,091;-1,434;1,25
"franco";1,147;2,924;-4,927
"celles_ci";0,014;-1,593;0,572
"ceci";-2,804;-0,052;3,189
"83";0,471;-0,01;-0,357
"77";3,273;-1,115;-1,066
"600";2,059;-0,956;-0,521
"52";0,471;-0,01;-0,357
"39";6,695;-1,115;-3,201
"350";1,063;-1,115;-0,076
"34";1,063;0,002;-1,066
"1951";-0,002;-0,01;0,012
"1935";2,059;0,044;-2,37
"1928";-0,286;-1,593;1,932
"1868";-3,376;-1,593;7,057
"1861";0,014;-1,593;0,572
"1837";-0,286;-1,593;1,932
"1801";-0,091;-1,434;1,25
"1633";-2,243;-1,274;4,992
"140";-0,592;3,821;-0,357
"05";1,029;0,974;-2,777
"trente";-0,976;2,924;-0,047
"seize";0,148;-0,052;-0,047
"quel";3,089;-1,434;-0,782
"madame";4,852;-0,478;-2,777
"ma";2,293;0,429;-3,703
"dehors";-2,804;0,549;1,25
"32";-0,276;0,002;0,232
"239";0,235;0,429;-0,852
"1933";4,589;-1,274;-1,705
"1927";1,006;-0,796;-0,13
"1910";-2,804;-1,434;6,019
"1906";-2,243;-1,274;4,992
"1892";-4,334;-1,115;7,573
"1875";-0,976;-1,434;3,189
"1852";0,353;-0,956;0,009
"1796";4,589;-1,274;-1,705
"1785";-0,976;-1,434;3,189
"130";-0,03;-0,478;0,416
"121";-0,296;0,429;0,006
