"";"X.titre_Revolution";"X.titre_Revolution..Pleasure.Beach..Blackpool.";"X.titre_Revolution..album.de.Sirsy.";"X.titre_Revolution..catch.";"X.titre_Revolution..chanson.";"X.titre_Revolution..essai.";"X.titre_Revolution..film..1985.";"X.titre_Revolution..film..2009.";"X.titre_Revolution..hebdomadaire.";"X.titre_Revolution..politique.et.sociale.";"X.titre_Revolution..revue.de.Jacques.Vergès.";"X.titre_Revolution..serie.televisee.";"X.titre_Revolution..Ève.Angeli.";"X.titre_Revolution.9";"X.titre_Revolution.909";"X.titre_Revolution.X";"X.titre_Revolution.agricole";"X.titre_Revolution.americaine";"X.titre_Revolution.copernicienne";"X.titre_Revolution.culturelle";"X.titre_Revolution.de.velours";"X.titre_Revolution.des.Roses";"X.titre_Revolution.des.Tulipes";"X.titre_Revolution.des.Œillets";"X.titre_Revolution.du.Cèdre";"X.titre_Revolution.française";"X.titre_Revolution.française.de.1848";"X.titre_Revolution.industrielle";"X.titre_Revolution.kirghize.de.2010";"X.titre_Revolution.neolithique";"X.titre_Revolution.numerique";"X.titre_Revolution.orange";"X.titre_Revolution.russe";"X.titre_Revolution.scientifique";"X.titre_Revolution.sexuelle";"X.titre_Revolution.sociale";"X.titre_Revolution.tranquille";"X.titre_Revolution.tunisienne.de.2010.2011";"X.titre_Revolution.verte";"X.titre_Revolutionnaire..homonymie.";"X.titre_Revolutions..album.";"X.titre_Revolutions..roman.";"X.titre_Revolutions.de.couleur"
"1610";-0,0078;-0,0081;-0,0027;-0,01;-0,2827;-0,0321;-0,0033;-0,0035;-0,0056;-0,385;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;-0,254;13,6266;-0,2361;-0,0447;-0,0088;-0,0233;-0,0782;-0,008;-0,4618;-0,0681;-0,7971;-0,0293;0,5947;-0,2886;-0,0941;-0,428;-0,0172;-0,2998;-0,0251;-0,1096;-0,3607;-0,0784;-0,0069;-0,013;-0,0065;-0,0294
"sentir";-0,0566;-0,0589;-0,0194;0,8099;6,2816;-0,2335;1,2737;-0,0255;-0,0405;2,4973;-0,0518;-0,1765;-0,0343;-0,1173;-0,066;-0,047;0,3067;-0,2217;2,2118;-1,7174;-0,3251;-0,064;-0,1698;0,8499;-0,0584;-1,7389;-0,1633;-2,4301;-0,2129;-0,9267;1,015;-0,2706;-0,332;2,5089;-0,8921;0,4642;-0,341;-2,6235;-0,5703;-0,0501;-0,0949;-0,0472;-0,2136
"accéder";-0,0085;-0,0088;-0,0029;-0,011;-0,3084;-0,035;-0,0036;-0,0038;-0,0061;0,6255;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;0,3263;-0,1817;0,3493;-0,0488;-0,0096;-0,0255;-0,0853;-0,0088;0,5161;-0,0743;-0,8696;-0,0319;-0,139;0,8134;0,6769;-0,1396;-0,0188;0,2764;-0,0274;0,6188;-0,3935;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"peur";-0,0297;-0,0309;-0,0102;-0,0384;0,3595;-0,1226;-0,0125;-0,0134;-0,0213;-0,23;-0,0272;-0,2731;-0,018;-0,0616;-0,0347;-0,0247;-0,1551;0,4297;-0,6359;-0,4063;3,1981;-0,0336;-0,0892;-0,2986;-0,0306;1,0584;-0,2602;-0,2775;-0,1118;-0,4865;-0,5438;-0,3591;0,8331;-0,0657;0,6001;-0,0959;-0,4183;0,4374;-0,2994;-0,0263;-0,0498;-0,0248;-0,1121
"concurrence";-0,0219;-0,0228;-0,0075;-0,0283;-0,7968;-0,0905;-0,0092;-0,0099;-0,0157;-1,085;-0,0201;-0,2016;-0,0133;-0,0455;-0,0256;-0,0182;-0,1145;-0,2857;-0,4693;-0,6655;-0,126;-0,0248;-0,0658;-0,2204;-0,0226;-0,3503;-0,1921;13,5883;-0,0825;0,7078;-0,8134;0,3402;-0,6145;-0,0485;-0,8451;-0,0708;-0,3087;-1,0165;-0,221;-0,0194;-0,0368;-0,0183;-0,0827
"bourguiba";-0,0085;-0,0088;-0,0029;-0,011;-0,3084;-0,035;-0,0036;-0,0038;-0,0061;-0,42;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;-0,2771;-0,1817;-0,2576;-0,0488;-0,0096;-0,0255;-0,0853;-0,0088;-0,5038;-0,0743;-0,8696;-0,0319;-0,139;-0,3148;-0,1026;-0,4669;-0,0188;-0,3271;-0,0274;-0,1195;13,6615;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"caractère";-0,0184;-0,0191;-0,0063;-0,0238;-0,6683;-0,0759;-0,0077;-0,0083;-0,0132;0,4857;-0,0168;-0,1691;-0,0112;-0,0381;-0,0215;-0,0153;-0,096;-0,6005;0,651;-0,1931;-0,1057;-0,0208;-0,0552;-0,1848;-0,019;-0,5306;1,2833;1,4379;-0,0692;-0,3011;-0,264;0,3972;0,4118;-0,0407;-0,2799;-0,0594;0,9324;-0,3698;-0,1853;-0,0163;-0,0308;-0,0153;-0,0694
"rené";-0,0198;-0,0206;-0,0068;-0,0256;-0,7197;-0,0817;-0,0083;-0,0089;-0,0142;-0,2009;-0,0181;0,4654;-0,012;-0,0411;-0,0231;-0,0165;-0,1034;-0,6467;1,8354;0,4046;-0,1138;-0,0224;0,8931;-0,1991;-0,0204;1,9301;-0,1735;-0,7608;-0,0745;0,2789;-0,7346;-0,2394;-0,5302;-0,0438;0,6179;-0,0639;2,4563;-0,9181;-0,1996;-0,0175;-0,0332;-0,0165;-0,0747
"galilée";-0,0637;-0,0662;-0,0218;-0,0822;-2,3136;-0,2627;-0,0267;-0,0287;-0,0456;-3,1503;-0,0583;-0,5853;-0,0386;-0,132;-0,0743;-0,0529;-0,3324;-2,0788;132,0485;-1,9322;-0,3658;-0,072;-0,1911;-0,6399;-0,0657;-3,7789;-0,5577;-6,523;-0,2395;-1,0426;-2,3616;-0,7696;-3,5023;-0,1408;-2,4537;-0,2056;-0,8965;-2,9515;-0,6416;-0,0563;-0,1068;-0,0531;-0,2403
"fin";-0,1784;-0,1855;-0,061;-0,2303;0,317;0,2977;-0,0749;-0,0804;0,5942;0,3119;0,5039;0,287;-0,1082;0,2417;-0,2081;1,3348;-0,4322;-0,2461;-1,5922;-2,2288;1,054;-0,2018;0,4585;-1,7923;0,4619;2,7421;-0,5141;2,5979;-0,6709;-1,4292;-0,9123;-0,5612;0,727;-0,3943;1,4544;-0,5757;-1,1325;-1,1392;-1,0833;-0,1577;-0,299;-0,1486;0,3397
"ré";-0,0099;-0,0103;-0,0034;-0,0128;12,9772;-0,0409;-0,0042;-0,0045;-0,0071;0,5285;-0,0091;-0,091;-0,006;-0,0205;-0,0116;-0,0082;-0,0517;-0,3233;-0,212;-0,3005;-0,0569;-0,0112;-0,0297;-0,0995;-0,0102;-0,5877;-0,0867;-1,0145;-0,0373;-0,1622;-0,3673;-0,1197;-0,5447;-0,0219;-0,3816;-0,032;-0,1394;-0,4591;-0,0998;-0,0088;-0,0166;-0,0083;-0,0374
"fil";-0,0106;-0,011;-0,0036;-0,0137;-0,3855;-0,0438;-0,0045;-0,0048;-0,0076;-0,1711;-0,0097;1,6905;-0,0064;-0,022;-0,0124;-0,0088;-0,0554;-0,3464;-0,2271;-0,322;-0,061;-0,012;-0,0318;-0,1066;-0,0109;-0,2279;0,7153;1,7251;-0,0399;0,4819;0,6606;-0,1283;-0,5836;-0,0235;0,2147;-0,0343;-0,1494;-0,4919;-0,1069;-0,0094;-0,0178;-0,0088;-0,04
"député";-0,0495;-0,0515;-0,0169;-0,064;-1,7994;-0,2043;-0,0208;-0,0223;-0,0354;-1,0719;-0,0453;-0,4553;-0,03;-0,1027;-0,0578;-0,0412;-0,2585;-0,2955;-1,0599;-0,845;-0,2845;-0,056;0,538;-0,4977;-0,0511;32,6922;1,7546;-5,0733;-0,1863;-0,8108;-1,8367;0,8055;-0,5635;-0,1095;-1,9083;-0,1599;0,3251;-0,9661;-0,499;-0,0438;-0,083;-0,0413;-0,1869
"espèce";-0,0156;-0,0162;-0,0053;-0,0201;-0,5655;-0,0642;-0,0065;-0,007;-0,0111;-0,77;-0,0142;-0,1431;-0,0094;-0,0323;-0,0182;-0,0129;0,768;-0,5081;0,2712;-0,147;-0,0894;-0,0176;-0,0467;-0,1564;-0,016;-0,414;-0,1363;0,3524;-0,0585;11,6487;0,4288;-0,1881;-0,856;1,1182;-0,5997;-0,0502;-0,2191;-0,7214;-0,1568;-0,0138;-0,0261;-0,013;-0,0587
"japon";-0,034;-0,0353;-0,0116;-0,0439;-1,2338;-0,1401;-0,0143;-0,0153;-0,0243;-0,5669;-0,0311;-0,3122;-0,0206;-0,0704;-0,0396;-0,0282;-0,1773;-1,1086;-0,7267;-1,0304;-0,1951;-0,0384;-0,1019;-0,3413;-0,035;-2,0153;-0,2974;30,7905;-0,1277;-0,556;-1,2594;-0,4104;-1,1274;-0,0751;-0,6947;-0,1096;-0,4781;-1,574;-0,3422;-0,03;-0,0569;-0,0283;-0,1281
"toute";-0,1061;-0,1104;-0,0363;-0,1371;1,5788;-0,1343;-0,0446;-0,0479;-0,0759;2,546;-0,0972;0,4139;-0,0644;-0,22;0,6053;-0,0882;0,4401;-1,3428;-0,384;-0,3861;-0,2275;-0,1201;0,2843;1,0059;-0,1094;-0,3194;0,7831;0,8048;-0,3993;-1,7378;0,7667;-1,2829;0,5162;-0,2347;-0,7281;-0,3426;-1,4942;-1,1267;-0,5275;-0,0939;-0,1779;-0,0884;0,2202
"spectaculaire";-0,0092;-0,0096;-0,0031;-0,0119;-0,3341;-0,0379;-0,0039;-0,0041;-0,0066;0,5743;-0,0084;-0,0845;-0,0056;-0,0191;-0,0107;-0,0076;-0,048;-0,3002;-0,1968;-0,2791;-0,0528;-0,0104;-0,0276;-0,0924;-0,0095;-0,5458;-0,0805;0,2104;-0,0346;-0,1506;1,4319;-0,1112;0,5117;-0,0203;0,2535;-0,0297;-0,1295;-0,4263;2,9621;-0,0081;-0,0154;-0,0077;-0,0347
"décennie";-0,0226;-0,0235;-0,0077;-0,0292;-0,8225;-0,0934;-0,0095;-0,0102;-0,0162;0,6328;-0,0207;-0,2081;-0,0137;-0,0469;-0,0264;-0,0188;-0,1182;-0,739;-0,4845;-0,2684;0,5871;-0,0256;-0,0679;-0,2275;-0,0233;-1,3435;0,4359;0,4342;-0,0852;-0,3706;4,178;-0,2736;-0,3231;-0,0501;1,9331;-0,0731;-0,3187;-1,0493;1,0206;-0,02;-0,038;-0,0189;-0,0854
"solution";-0,0191;-0,0199;-0,0065;-0,0247;0,6975;-0,0788;-0,008;-0,0086;-0,0137;-0,945;-0,0175;-0,1756;-0,0116;-0,0396;-0,0223;-0,0159;-0,0997;-0,23;0,2148;-0,5796;-0,1097;-0,0216;-0,0573;2,0291;-0,0197;-0,2669;1,2539;-0,2236;0,8168;0,2896;-0,7084;-0,2309;0,3859;-0,0422;0,3053;-0,0617;-0,2689;0,2262;1,1479;-0,0169;-0,032;-0,0159;-0,0721
"assurer";-0,0368;-0,0383;-0,0126;-0,0475;-1,3366;-0,1518;-0,0154;-0,0166;-0,0263;1,7575;-0,0337;-0,3382;-0,0223;0,7931;-0,0429;-0,0306;-0,192;0,2931;-0,7873;0,6173;0,4142;-0,0416;-0,1104;-0,3697;-0,0379;-1,3853;-0,3222;1,0312;-0,1384;-0,6023;0,4391;0,5697;1,1318;-0,0813;-0,7772;-0,1188;-0,1742;0,2767;0,241;-0,0325;-0,0617;-0,0307;-0,1388
"emprisonner";-0,0078;-0,0081;-0,0027;-0,01;-0,2827;-0,0321;-0,0033;-0,0035;-0,0056;-0,385;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;0,3537;0,4969;1,8596;-0,0447;-0,0088;-0,0233;-0,0782;-0,008;0,57;-0,0681;-0,7971;-0,0293;-0,1274;-0,2886;-0,0941;1,2106;-0,0172;-0,2998;-0,0251;-0,1096;0,2486;-0,0784;-0,0069;-0,013;-0,0065;-0,0294
"ceux_ci";-0,0113;-0,0118;-0,0039;-0,0146;-0,4112;-0,0467;-0,0048;-0,0051;-0,0081;0,914;-0,0104;-0,104;-0,0069;-0,0235;-0,0132;-0,0094;0,8955;-0,3695;0,3691;-0,3434;-0,065;-0,0128;-0,034;-0,1137;-0,0117;0,7496;-0,0991;-0,2639;-0,0426;0,4592;0,2079;-0,1368;0,8168;-0,025;-0,4361;-0,0365;-0,1593;-0,1715;-0,1141;-0,01;-0,019;-0,0094;-0,0427
"extrêmement";-0,0078;-0,0081;-0,0027;-0,01;-0,2827;-0,0321;-0,0033;-0,0035;-0,0056;1,3206;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;1,0492;-0,254;-0,1665;-0,2361;-0,0447;-0,0088;-0,0233;-0,0782;-0,008;0,57;-0,0681;-0,7971;-0,0293;-0,1274;0,8761;-0,0941;0,2029;-0,0172;-0,2998;1,2503;-0,1096;-0,3607;0,782;-0,0069;-0,013;-0,0065;-0,0294
"service";-0,0318;-0,0331;-0,0109;-0,0411;-1,1567;-0,1314;-0,0134;-0,0144;-0,0228;-0,8958;-0,0291;0,3096;-0,0193;-0,066;-0,0371;-0,0265;0,4976;-0,2323;-0,6813;0,7678;0,4639;-0,036;-0,0955;0,2829;1,1379;-1,8893;-0,2788;0,412;0,618;-0,5212;4,3554;-0,3848;0,7332;-0,0704;0,283;-0,1028;-0,4482;0,3811;-0,3208;-0,0282;-0,0534;-0,0265;-0,1201
"engagement";-0,0113;-0,0118;-0,0039;-0,0146;1,2176;-0,0467;-0,0048;-0,0051;-0,0081;-0,1902;-0,0104;-0,104;-0,0069;-0,0235;-0,0132;-0,0094;-0,0591;0,2419;-0,2422;-0,3434;-0,065;-0,0128;-0,034;-0,1137;-0,0117;-0,2528;-0,0991;-1,1595;-0,0426;-0,1853;1,1966;-0,1368;-0,2247;-0,025;0,5952;-0,0365;2,2817;-0,1715;-0,1141;-0,01;-0,019;-0,0094;-0,0427
"master";-0,0085;-0,0088;-0,0029;-0,011;8,893;-0,035;-0,0036;-0,0038;-0,0061;-0,42;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;-0,2771;-0,1817;-0,2576;-0,0488;-0,0096;-0,0255;-0,0853;-0,0088;-0,5038;-0,0743;-0,8696;-0,0319;-0,139;-0,3148;-0,1026;-0,4669;-0,0188;0,7875;-0,0274;-0,1195;-0,3935;-0,0855;-0,0075;1,4916;-0,0071;-0,032
"vert";-0,0616;-0,064;-0,0211;-0,0795;-2,2365;-0,254;-0,0258;-0,0278;-0,044;-2,126;-0,0564;-0,5658;-0,0373;-0,1276;-0,0718;-0,0512;3,9871;-2,0095;-1,3173;-1,8678;-0,3536;-0,0696;-0,1847;0,3833;-0,0635;-3,6529;-0,5391;-4,1587;-0,2316;-1,0078;-2,2829;-0,744;0,906;-0,1361;-1,0227;-0,1987;-0,8666;-2,8531;91,7852;-0,0544;-0,1032;-0,0513;-0,2322
"télécommunication";-0,0099;-0,0103;-0,0034;-0,0128;-0,3598;-0,0409;-0,0042;-0,0045;-0,0071;-0,49;-0,0091;-0,091;-0,006;-0,0205;-0,0116;-0,0082;-0,0517;-0,3233;0,4132;-0,3005;-0,0569;-0,0112;-0,0297;-0,0995;-0,0102;-0,5877;-0,0867;1,8874;-0,0373;-0,1622;5,2482;-0,1197;-0,5447;-0,0219;-0,3816;-0,032;-0,1394;-0,4591;-0,0998;-0,0088;-0,0166;-0,0083;-0,0374
"travers";-0,0453;-0,0471;-0,0155;-0,0585;1,9718;-0,1868;-0,019;-0,0204;-0,0324;2,0168;-0,0415;-0,4162;-0,0275;-0,0939;-0,0528;-0,0376;-0,2364;-0,8253;-0,969;-0,2024;-0,2601;-0,0512;-0,1359;-0,455;-0,0467;-0,5431;-0,3965;0,2755;-0,1703;-0,3051;0,4931;0,8883;-0,2775;-0,1001;-1,0332;0,544;-0,6374;0,4932;0,5532;-0,04;-0,0759;-0,0377;1,2296
"sexualité";-0,0432;-0,0449;-0,0148;-0,0557;-1,568;-0,1781;-0,0181;-0,0195;-0,0309;-1,3483;-0,0395;-0,3967;-0,0262;-0,0895;-0,0504;-0,0359;-0,2253;-1,4089;-0,9236;0,2449;-0,2479;-0,0488;-0,1295;-0,4337;-0,0445;-2,5611;-0,3779;-4,4209;-0,1623;-0,7066;-1,6006;-0,5216;-1,0157;-0,0954;59,323;-0,1393;-0,6076;-2,0004;-0,4349;-0,0382;-0,0724;-0,036;-0,1628
"tchèque";-0,0085;-0,0088;-0,0029;-0,011;-0,3084;-0,035;-0,0036;-0,0038;-0,0061;-0,42;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;-0,2771;-0,1817;-0,2576;13,5716;-0,0096;-0,0255;-0,0853;-0,0088;-0,1578;-0,0743;-0,8696;-0,0319;-0,139;-0,3148;-0,1026;1,1133;-0,0188;-0,3271;-0,0274;-0,1195;-0,3935;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"entre";0,2998;-0,3144;-0,1034;0,2269;-3,6589;-0,658;-0,1269;-0,1363;-0,2163;-0,6849;-0,2768;-1,3284;-0,1833;-0,2381;-0,3527;-0,2512;0,3109;1,6073;0,4054;1,5702;0,4358;0,2636;1,2238;-0,5127;-0,3117;0,5332;0,8065;2,6414;0,91;0,3474;1,1791;1,1051;-0,5195;-0,6684;-2,5088;-0,9759;-0,607;-0,9669;-0,7569;-0,2673;-0,5068;-0,2519;-0,2892
"ahmed";-0,0106;-0,011;-0,0036;-0,0137;-0,3855;-0,0438;-0,0045;-0,0048;-0,0076;-0,525;-0,0097;-0,0975;-0,0064;-0,022;-0,0124;-0,0088;-0,0554;-0,3464;-0,2271;-0,322;-0,061;-0,012;-0,0318;-0,1066;-0,0109;-0,6297;-0,0929;-1,087;-0,0399;-0,1737;-0,3935;-0,1283;-0,5836;-0,0235;-0,4089;-0,0343;-0,1494;17,0773;-0,1069;-0,0094;-0,0178;-0,0088;-0,04
"tirer";-0,0304;-0,0316;-0,0104;-0,0393;-1,1053;-0,1255;-0,0128;-0,0137;-0,0218;-0,2433;-0,0279;0,3235;-0,0184;-0,0631;-0,0355;1,2476;-0,1588;-0,4682;-0,2487;0,4638;-0,1748;1,1181;0,7223;0,8117;-0,0314;0,2454;0,3386;1,5944;1,5445;-0,1631;-0,2721;-0,3677;-0,309;-0,0673;-1,1722;-0,0982;-0,4283;-0,2091;0,2956;-0,0269;-0,051;-0,0253;-0,1148
"second";-0,0396;-0,0412;-0,0136;-0,0512;2,3544;-0,1635;-0,0166;-0,0179;-0,0283;-0,4423;-0,0363;-0,3642;-0,024;-0,0821;-0,0462;-0,0329;-0,2068;0,4819;-0,3727;-1,2022;-0,2276;-0,0448;-0,1189;0,2217;-0,0409;-0,3943;1,3449;-0,2996;-0,149;-0,6487;0,9634;4,8923;-1,3832;-0,0876;-0,2564;0,5933;-0,1962;-1,8364;0,221;-0,035;-0,0664;-0,033;1,3328
"boston";-0,0304;-0,0316;-0,0104;-0,0393;-1,1053;-0,1255;-0,0128;-0,0137;-0,0218;-0,4648;-0,0279;-0,2796;-0,0184;-0,0631;-0,0355;-0,0253;-0,1588;45,1655;-0,651;-0,9231;-0,1748;-0,0344;-0,0913;-0,3057;-0,0314;-1,8053;-0,2664;-1,5297;-0,1144;-0,4981;-1,1282;-0,3677;-1,6732;-0,0673;-1,1722;-0,0982;-0,4283;-1,41;-0,3065;-0,0269;-0,051;-0,0253;-0,1148
"efficacité";-0,0078;-0,0081;-0,0027;-0,01;-0,2827;-0,0321;-0,0033;-0,0035;-0,0056;0,2307;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;-0,254;-0,1665;-0,2361;-0,0447;-0,0088;-0,0233;-0,0782;-0,008;-0,4618;-0,0681;0,2825;-0,0293;-0,1274;0,8761;-0,0941;-0,428;-0,0172;1,5905;-0,0251;-0,1096;-0,3607;3,1904;-0,0069;-0,013;-0,0065;-0,0294
"affaire";-0,0743;-0,0773;-0,0254;-0,0959;-2,6993;0,2956;-0,0312;-0,0335;-0,0531;-1,9915;-0,068;-0,2705;-0,0451;-0,154;-0,0867;-0,0617;-0,3878;-0,6961;1,1577;-0,2185;1,1227;-0,084;1,0294;-0,7466;-0,0766;-0,4427;-0,2511;-1,8603;1,5698;-1,2163;-0,8858;0,4735;-1,7571;-0,1643;2,7579;0,3723;1,0406;10,3091;-0,7486;-0,0657;-0,1246;-0,0619;0,3228
"charbon";-0,0403;-0,0419;-0,0138;-0,0521;-1,4652;-0,1664;-0,0169;-0,0182;-0,0288;-1,995;-0,0369;-0,3707;-0,0245;-0,0836;-0,0471;-0,0335;-0,2105;-1,3165;-0,863;-1,2236;-0,2317;-0,0456;-0,121;-0,4053;-0,0416;-2,3932;-0,3532;43,8779;-0,1517;-0,2553;-1,4956;-0,4874;-2,218;-0,0892;-1,5539;-0,1302;-0,5677;-1,8692;-0,4064;-0,0357;-0,0676;-0,0336;-0,1522
"nettement";-0,0078;-0,0081;-0,0027;-0,01;1,6558;-0,0321;-0,0033;-0,0035;-0,0056;0,6831;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;-0,254;-0,1665;-0,2361;-0,0447;-0,0088;-0,0233;-0,0782;-0,008;-0,1362;-0,0681;1,126;-0,0293;-0,1274;-0,2886;-0,0941;0,2029;-0,0172;-0,2998;-0,0251;-0,1096;-0,3607;-0,0784;-0,0069;-0,013;-0,0065;-0,0294
"confondre";-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;0,257;-0,0065;0,8568;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;1,3567;-0,2147;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;0,6315;-0,062;-0,7247;-0,0266;-0,1158;0,3435;0,7479;-0,3891;-0,0156;0,3315;1,2905;-0,0996;-0,3279;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"treize";-0,0269;-0,028;-0,0092;-0,0347;-0,9768;-0,1109;-0,0113;-0,0121;-0,0192;-0,7078;-0,0246;-0,2471;-0,0163;-0,0557;-0,0314;-0,0223;-0,1403;32,9279;-0,5753;-0,8157;-0,1544;-0,0304;-0,0807;-0,2702;-0,0277;-0,909;-0,2354;-2,7539;-0,1011;-0,4401;-0,997;-0,3249;-1,4786;-0,0594;1,1035;-0,0868;-0,3785;-1,2461;-0,2709;-0,0238;-0,0451;-0,0224;-0,1014
"purger";-0,0113;-0,0118;-0,0039;-0,0146;-0,4112;-0,0467;-0,0048;-0,0051;-0,0081;-0,1902;-0,0104;-0,104;-0,0069;-0,0235;-0,0132;-0,0094;-0,0591;-0,3695;-0,2422;7,928;-0,065;-0,0128;-0,034;-0,1137;-0,0117;0,3553;-0,0991;-0,2639;-0,0426;-0,1853;-0,4198;-0,1368;-0,6226;-0,025;-0,4361;-0,0365;-0,1593;0,4864;-0,1141;-0,01;-0,019;-0,0094;-0,0427
"relever";-0,0184;-0,0191;-0,0063;-0,0238;-0,6683;0,795;-0,0077;-0,0083;-0,0132;1,8918;-0,0168;-0,1691;-0,0112;-0,0381;-0,0215;-0,0153;-0,096;-0,2166;-0,3936;0,445;-0,1057;-0,0208;-0,0552;0,4601;-0,019;-0,5306;-0,1611;-0,6683;-0,0692;-0,3011;1,7912;1,042;-0,2128;-0,0407;-0,2799;-0,0594;-0,2589;-0,3698;0,4592;-0,0163;-0,0308;-0,0153;-0,0694
"friedrich";-0,0141;-0,0147;-0,0048;-0,0183;-0,5141;-0,0584;-0,0059;-0,0064;-0,0101;0,3321;-0,013;-0,1301;-0,0086;-0,0293;-0,0165;-0,0118;-0,0739;-0,4619;-0,3028;0,2021;-0,0813;-0,016;-0,0425;-0,1422;-0,0146;-0,8396;-0,1239;7,2023;-0,0532;-0,2316;-0,1734;-0,171;0,2832;-0,0313;-0,5452;-0,0457;-0,1992;-0,6558;-0,1426;-0,0125;-0,0237;-0,0118;-0,0534
"1760";-0,0078;-0,0081;-0,0027;-0,01;-0,2827;-0,0321;-0,0033;-0,0035;-0,0056;-0,385;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;0,966;0,4969;-0,2361;-0,0447;-0,0088;-0,0233;-0,0782;-0,008;-0,4618;-0,0681;2,5203;-0,0293;-0,1274;-0,2886;-0,0941;-0,428;-0,0172;-0,2998;-0,0251;1,6078;-0,3607;-0,0784;-0,0069;-0,013;-0,0065;-0,0294
"mineur";-0,0149;-0,0155;-0,0051;-0,0192;0,9329;-0,0613;-0,0062;-0,0067;-0,0106;-0,735;-0,0136;-0,1366;-0,009;-0,0308;-0,0173;-0,0123;-0,0776;-0,485;-0,3179;-0,4508;-0,0853;-0,0168;-0,0446;-0,1493;-0,0153;-0,8816;-0,1301;-1,5218;-0,0559;-0,2432;-0,551;-0,1796;-0,8171;-0,0328;16,9982;-0,048;0,4177;-0,6886;-0,1497;-0,0131;-0,0249;-0,0124;-0,0561
"éthique";-0,0212;-0,0221;-0,0073;-0,0274;-0,7711;-0,0876;-0,0089;-0,0096;-0,0152;-0,2316;-0,0194;-0,1951;-0,0129;-0,044;-0,0248;-0,0176;-0,1108;-0,6928;-0,1394;-0,644;-0,1219;-0,024;-0,0637;-0,2133;-0,0219;-1,2595;-0,1859;1,9425;-0,0798;-0,3475;11,8957;-0,2565;-1,1673;-0,0469;-0,3489;-0,0685;-0,2988;-0,9837;-0,2139;-0,0188;-0,0356;-0,0177;-0,0801
"prix";-0,0311;-0,0324;-0,0106;-0,0402;-1,131;-0,1284;-0,0131;-0,014;-0,0223;0,5979;-0,0285;-0,2861;-0,0189;-0,0645;-0,0363;-0,0259;1,2705;-0,4843;-0,6662;-0,9445;-0,1788;-0,0352;-0,0934;1,4611;-0,0321;1,7606;-0,2726;0,4408;-0,1171;-0,5097;0,318;0,6745;-0,3257;-0,0688;-1,1995;-0,1005;-0,4382;-0,7944;5,1663;-0,0275;-0,0522;-0,0259;-0,1174
"200";-0,0141;-0,0147;-0,0048;-0,0183;-0,5141;2,1043;-0,0059;-0,0064;-0,0101;-0,2721;-0,013;-0,1301;-0,0086;-0,0293;-0,0165;-0,0118;-0,0739;-0,1413;-0,3028;0,6007;1,8315;-0,016;-0,0425;0,5541;-0,0146;0,5551;0,6052;-0,412;0,938;0,3836;-0,5247;-0,171;-0,3196;-0,0313;-0,5452;-0,0457;-0,1992;-0,2461;0,5531;-0,0125;-0,0237;-0,0118;-0,0534
"toucher";-0,0205;-0,0213;-0,007;-0,0265;-0,7454;-0,0847;-0,0086;-0,0093;1,4785;-0,4792;-0,0188;1,1622;-0,0124;-0,0425;-0,0239;-0,017;-0,1071;-0,2575;-0,4391;-0,6225;-0,1179;-0,0232;-0,0616;-0,2062;-0,0212;1,8453;-0,1797;-2,1016;7,6636;-0,3359;-0,3128;0,3615;-0,5581;-0,0454;-0,3313;-0,0662;0,3136;1,7854;-0,2067;-0,0181;-0,0344;-0,0171;-0,0774
"rééd";-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;2,2878;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;-0,1514;0,409;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;0,2079;-0,062;-0,7247;-0,0266;-0,1158;0,3435;-0,0855;1,321;-0,0156;-0,2726;-0,0228;-0,0996;-0,3279;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
