"";"X.titre_Revolution";"X.titre_Revolution..Pleasure.Beach..Blackpool.";"X.titre_Revolution..album.de.Sirsy.";"X.titre_Revolution..catch.";"X.titre_Revolution..chanson.";"X.titre_Revolution..essai.";"X.titre_Revolution..film..1985.";"X.titre_Revolution..film..2009.";"X.titre_Revolution..hebdomadaire.";"X.titre_Revolution..politique.et.sociale.";"X.titre_Revolution..revue.de.Jacques.Vergès.";"X.titre_Revolution..serie.televisee.";"X.titre_Revolution..Ève.Angeli.";"X.titre_Revolution.9";"X.titre_Revolution.909";"X.titre_Revolution.X";"X.titre_Revolution.agricole";"X.titre_Revolution.americaine";"X.titre_Revolution.copernicienne";"X.titre_Revolution.culturelle";"X.titre_Revolution.de.velours";"X.titre_Revolution.des.Roses";"X.titre_Revolution.des.Tulipes";"X.titre_Revolution.des.Œillets";"X.titre_Revolution.du.Cèdre";"X.titre_Revolution.française";"X.titre_Revolution.française.de.1848";"X.titre_Revolution.industrielle";"X.titre_Revolution.kirghize.de.2010";"X.titre_Revolution.neolithique";"X.titre_Revolution.numerique";"X.titre_Revolution.orange";"X.titre_Revolution.russe";"X.titre_Revolution.scientifique";"X.titre_Revolution.sexuelle";"X.titre_Revolution.sociale";"X.titre_Revolution.tranquille";"X.titre_Revolution.tunisienne.de.2010.2011";"X.titre_Revolution.verte";"X.titre_Revolutionnaire..homonymie.";"X.titre_Revolutions..album.";"X.titre_Revolutions..roman.";"X.titre_Revolutions.de.couleur"
"démontrer";-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;1,4338;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;1,3567;-0,2147;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;0,2079;-0,062;-0,7247;-0,0266;-0,1158;1,7521;-0,0855;0,2279;-0,0156;-0,2726;-0,0228;-0,0996;-0,3279;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"2e";-0,0198;-0,0206;-0,0068;-0,0256;-0,7197;-0,0817;-0,0083;-0,0089;-0,0142;7,3571;-0,0181;0,4654;-0,012;-0,0411;-0,0231;-0,0165;0,6739;0,3672;0,2054;-0,601;-0,1138;-0,0224;-0,0594;-0,1991;-0,0204;-1,1755;-0,1735;-0,7608;-0,0745;-0,3243;-0,2963;0,3729;0,3617;-0,0438;-0,314;-0,0639;0,3244;-0,4135;-0,1996;-0,0175;-0,0332;-0,0165;-0,0747
"peuple";-0,1069;-0,1111;-0,0365;-0,138;-3,8821;-0,1358;-0,0449;-0,0482;-0,0764;2,8535;-0,0978;-0,9822;-0,0648;-0,2215;-0,1247;-0,0888;-0,5578;0,7931;-1,4832;1,2058;-0,6138;-0,1209;-0,3206;-0,2555;-0,1102;4,7448;7,3839;-6,5229;0,6278;0,2487;-3,9627;-1,2914;2,6204;-0,2363;-3,0843;-0,3449;-1,5042;1,8597;-1,0767;-0,0945;-0,1791;0,732;0,2184
"confédération";-0,0184;-0,0191;-0,0063;-0,0238;-0,6683;-0,0759;-0,0077;-0,0083;-0,0132;-0,91;-0,0168;0,4915;-0,0112;-0,0381;-0,0215;-0,0153;-0,096;6,4677;-0,3936;-0,5581;-0,1057;-0,0208;-0,0552;-0,1848;-0,019;-1,0916;-0,1611;2,4417;-0,0692;-0,3011;-0,6822;-0,2223;-1,0117;-0,0407;-0,7087;3,466;0,3476;-0,8526;0,4592;-0,0163;-0,0308;-0,0153;-0,0694
"porter";-0,0354;-0,0368;-0,0121;1,0007;-1,2852;-0,146;-0,0149;-0,016;-0,0253;1,43;-0,0324;0,769;-0,0215;-0,0733;-0,0413;-0,0294;-0,1847;-0,2864;-0,757;0,3607;-0,2032;-0,04;0,6639;2,054;-0,0365;-0,2955;0,2924;-1,9204;0,5785;0,4199;0,7751;0,5937;-0,4324;-0,0782;0,4409;-0,1142;-0,1635;-0,2989;0,2519;-0,0313;-0,0593;-0,0295;-0,1335
"unité";-0,017;-0,0177;-0,0058;-0,0219;-0,6169;-0,0701;-0,0071;-0,0077;-0,0121;-0,3608;-0,0155;0,5202;-0,0103;-0,0352;-0,0198;-0,0141;0,7338;0,902;-0,3634;-0,1696;-0,0975;-0,0192;-0,0509;4,432;-0,0175;-0,2097;-0,1487;0,8187;-0,0639;-0,278;-0,2327;-0,2052;-0,1799;-0,0375;-0,6542;-0,0548;-0,239;-0,3272;-0,1711;-0,015;-0,0285;-0,0141;-0,0641
"of";-0,1861;-0,1936;-0,0637;0,3715;1,7492;0,2786;-0,0781;-0,0839;-0,1332;-1,5504;0,4887;0,2597;-0,1129;2,6722;2,7697;0,5234;-0,4601;7,389;-2,9691;4,4643;-0,2547;-0,2106;-0,5585;-1,8706;-0,1919;-4,1342;-1,6301;0,5315;-0,7002;18,2092;-2,3152;-0,9514;-4,0901;0,6123;-3,5267;0,793;-2,6205;-5,4015;4,4666;-0,1646;2,2125;-0,1551;-0,2835
"or";-0,0417;-0,0434;-0,0143;-0,0539;0,9131;-0,1722;-0,0175;-0,0188;-0,0299;1,4333;-0,0382;-0,3837;-0,0253;-0,0865;-0,0487;-0,0347;-0,2179;-0,1975;-0,8933;-0,6656;0,3724;-0,0472;-0,1252;-0,4195;-0,043;-0,448;-0,3656;0,7283;-0,157;-0,2693;0,8834;-0,1674;0,4043;-0,0923;-1,6084;-0,1347;-0,2131;0,5899;-0,4206;-0,0369;-0,07;2,5254;-0,1575
"op";-0,1189;-0,1236;-0,0407;-0,1535;-1,9397;-0,4905;-0,0499;-0,0536;-0,085;-5,8813;-0,1088;-1,0928;-0,0721;-0,2464;-0,1387;-0,0988;-0,6206;-3,8809;-2,5442;-1,9485;-0,6829;-0,1345;-0,3567;-1,1947;-0,1226;103,0997;-1,0411;-9,4838;-0,4472;-1,9464;-4,409;-1,4369;2,318;-0,2629;-3,5057;-0,3838;-1,6736;-5,5103;-0,3155;-0,1051;-0,1993;-0,0991;-0,4485
"communication";-0,0241;-0,025;-0,0082;-0,0311;-0,8739;-0,0992;-0,0101;-0,0108;-0,0172;-0,6041;-0,022;-0,2211;-0,0146;-0,0499;-0,0281;-0,02;-0,1256;-0,3293;-0,5148;-0,2948;-0,1382;-0,0272;-0,0722;-0,2417;-0,0248;-1,4274;-0,2106;-1,0544;-0,0905;-0,3938;18,6696;-0,2907;-1,323;-0,0532;-0,9268;-0,0776;0,7453;0,6343;0,3689;-0,0213;-0,0403;-0,02;-0,0908
"troupe";-0,0488;-0,0508;-0,0167;-0,063;-1,7737;-0,2014;-0,0205;-0,022;-0,0349;0,3505;-0,0447;-0,1389;-0,0296;-0,1012;-0,057;1,0497;-0,2548;8,8601;-1,0447;-1,4813;-0,2804;-0,0552;-0,1465;4,7788;2,2132;0,739;0,5921;-5,0008;-0,1836;-0,7993;-1,8105;-0,59;5,4424;-0,1079;-1,8811;-0,1576;-0,6873;-1,4557;-0,4919;-0,0432;-0,0818;-0,0407;0,4614
"électrique";-0,0318;-0,0331;-0,0109;-0,0411;14,0677;-0,1314;-0,0134;-0,0144;-0,0228;-1,575;-0,0291;0,3096;-0,0193;-0,066;-0,0371;-0,0265;-0,1662;-1,0393;-0,6813;-0,966;-0,1829;-0,036;-0,0955;-0,3199;-0,0328;-1,8893;-0,2788;5,476;-0,1198;-0,5212;-0,6006;-0,3848;-1,751;-0,0704;-1,2267;-0,1028;-0,1377;-0,8196;-0,3208;-0,0282;-0,0534;-0,0265;-0,1201
"négatif";-0,0106;-0,011;-0,0036;-0,0137;-0,3855;-0,0438;-0,0045;-0,0048;-0,0076;0,9796;-0,0097;-0,0975;-0,0064;-0,022;-0,0124;-0,0088;-0,0554;-0,3464;-0,2271;0,281;-0,061;-0,012;-0,0318;-0,1066;-0,0109;-0,6297;-0,0929;-0,2305;-0,0399;-0,1737;0,6606;-0,1283;-0,2024;-0,0235;-0,4089;-0,0343;-0,1494;1,7007;1,6167;-0,0094;-0,0178;-0,0088;-0,04
"culturel";-0,1281;-0,1332;-0,0438;-0,1654;-4,6537;-0,5285;-0,0538;-0,0578;0,7208;-1,9388;-0,1173;-1,1774;-0,0777;-0,2655;-0,1495;-0,1064;-0,6686;-3,1442;-1,8704;130,3845;-0,304;-0,1449;-0,3843;-1,2872;-0,1321;-5,3283;-1,1217;-8,392;-0,4818;-0,8464;-0,5841;-1,5481;-2,3823;-0,2832;-1,479;0,2118;2,0582;-5,9369;-0,6889;-0,1133;-0,2147;-0,1067;-0,4833
"espagne";-0,017;-0,0177;-0,0058;-0,0219;-0,6169;-0,0701;-0,0071;-0,0077;-0,0121;-0,84;-0,0155;-0,1561;-0,0103;-0,0352;-0,0198;-0,0141;0,7338;0,902;-0,3634;-0,1696;-0,0975;-0,0192;-0,0509;-0,1706;-0,0175;-1,0076;0,5377;1,6429;-0,0639;-0,278;-0,6297;-0,2052;-0,1799;-0,0375;-0,2469;10,4629;-0,239;-0,787;-0,1711;-0,015;-0,0285;-0,0141;-0,0641
"there";-0,0085;-0,0088;-0,0029;-0,011;4,6095;-0,035;-0,0036;-0,0038;-0,0061;-0,42;-0,0078;0,7839;-0,0051;1,4011;-0,0099;-0,0071;-0,0443;-0,2771;-0,1817;1,7504;-0,0488;-0,0096;-0,0255;-0,0853;-0,0088;-0,5038;-0,0743;-0,8696;-0,0319;0,5625;-0,3148;-0,1026;-0,4669;-0,0188;-0,3271;-0,0274;-0,1195;-0,3935;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"disposer";-0,0241;-0,025;-0,0082;1,161;-0,8739;-0,0992;-0,0101;-0,0108;-0,0172;0,5725;-0,022;1,0426;-0,0146;0,9647;-0,0281;-0,02;0,6002;0,2745;-0,5148;-0,7299;-0,1382;-0,0272;-0,0722;-0,2417;-0,0248;1,0563;0,4153;1,5536;-0,0905;-0,3938;-0,8921;-0,2907;-0,3632;-0,0532;-0,4213;-0,0776;0,2664;-0,2626;-0,2424;-0,0213;-0,0403;-0,02;-0,0908
"doute";1,6173;-0,011;-0,0036;-0,0137;-0,3855;-0,0438;-0,0045;-0,0048;-0,0076;-0,525;-0,0097;-0,0975;-0,0064;-0,022;-0,0124;-0,0088;-0,0554;-0,3464;2,8579;0,281;-0,061;-0,012;-0,0318;-0,1066;-0,0109;-0,2279;-0,0929;-1,087;-0,0399;-0,1737;0,2248;-0,1283;0,8799;1,2791;0,6365;-0,0343;-0,1494;-0,4919;0,6611;-0,0094;-0,0178;-0,0088;-0,04
"réaction";-0,0368;-0,0383;-0,0126;-0,0475;0,236;-0,1518;-0,0154;-0,0166;-0,0263;-0,3764;-0,0337;-0,3382;-0,0223;-0,0763;-0,0429;-0,0306;-0,192;-0,3091;3,4316;-1,1163;-0,2113;-0,0416;0,6489;0,6846;-0,0379;-0,5492;-0,3222;-2,0347;1,3932;-0,6023;-0,3921;-0,4446;2,9049;-0,0813;0,6817;-0,1188;-0,5179;1,0896;-0,3707;-0,0325;-0,0617;-0,0307;-0,1388
"matière";-0,0439;-0,0456;-0,015;-0,0566;-1,5937;-0,181;-0,0184;-0,0198;-0,0314;-0,3276;-0,0402;-0,4032;-0,0266;-0,0909;-0,0512;-0,0365;1,8006;0,3968;0,788;-1,331;-0,252;-0,0496;-0,1316;-0,4408;-0,0452;-2,6031;-0,3841;3,1601;-0,165;-0,7182;0,8103;-0,5302;0,3554;-0,097;0,7582;-0,1416;-0,2304;-0,4799;2,4656;-0,0388;-0,0735;-0,0365;-0,1655
"comte";-0,0163;-0,0169;-0,0056;-0,021;-0,5912;-0,0671;-0,0068;-0,0073;-0,0116;-0,3381;-0,0149;-0,1496;-0,0099;-0,0337;-0,019;-0,0135;-0,0849;-0,5312;5,0786;-0,4937;-0,0935;-0,0184;-0,0488;-0,1635;-0,0168;0,8054;1,3801;1,7577;-0,0612;-0,2664;-0,6034;-0,1967;-0,3958;-0,036;-0,627;-0,0525;-0,2291;-0,7542;-0,164;-0,0144;-0,0273;-0,0136;-0,0614
"maintien";-0,0127;-0,0132;-0,0044;-0,0164;-0,4627;-0,0525;-0,0053;-0,0057;-0,0091;0,3857;-0,0117;-0,1171;-0,0077;-0,0264;-0,0149;-0,0106;-0,0665;2,7433;-0,2725;-0,3864;-0,0731;-0,0144;-0,0382;-0,128;-0,0131;-0,7557;-0,1115;-0,3353;-0,0479;-0,2085;-0,1457;-0,1539;0,3332;-0,0282;-0,155;-0,0411;-0,1793;0,8581;1,4671;-0,0113;-0,0213;-0,0106;-0,048
"taylor";-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;-0,35;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;-0,1514;-0,2147;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;-0,4198;-0,062;8,1342;-0,0266;-0,1158;-0,2624;-0,0855;-0,3891;-0,0156;-0,2726;-0,0228;-0,0996;-0,3279;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"artistique";-0,012;-0,0125;-0,0041;-0,0155;-0,437;-0,0496;-0,005;-0,0054;-0,0086;-0,595;-0,011;1,5867;-0,0073;-0,0249;-0,014;-0,01;-0,0628;0,2254;-0,2574;-0,3649;-0,0691;-0,0136;-0,0361;-0,1209;-0,0124;-0,7137;-0,1053;-1,2319;-0,0452;-0,1969;0,1925;-0,1454;1,9248;-0,0266;2,5566;-0,0388;0,491;-0,5574;-0,1212;-0,0106;3,0074;-0,01;-0,0454
"actuel";-0,0241;1,252;-0,0082;-0,0311;0,5081;-0,0992;-0,0101;-0,0108;-0,0172;0,5725;-0,022;-0,2211;-0,0146;-0,0499;-0,0281;-0,02;0,6002;-0,3293;-0,5148;-0,2948;-0,1382;-0,0272;-0,0722;1,7546;-0,0248;-1,4274;0,4153;0,3701;-0,0905;0,6477;0,4931;-0,2907;-0,3632;0,9383;0,8245;-0,0776;-0,3386;-1,1149;0,3689;-0,0213;-0,0403;-0,02;-0,0908
"enseigner";-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;-0,35;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;0,3846;0,5312;-0,2147;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;-0,4198;-0,062;1,2676;-0,0266;0,6306;0,9466;-0,0855;-0,3891;-0,0156;-0,2726;-0,0228;-0,0996;0,2757;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"phénomène";-0,0389;-0,0405;-0,0133;-0,0503;-1,4138;-0,1606;-0,0163;-0,0175;-0,0278;5,58;-0,0356;-0,3577;-0,0236;-0,0807;-0,0454;-0,0323;1,1007;-1,2703;0,5354;-1,1807;-0,2235;-0,044;-0,1168;-0,391;-0,0401;-1,4907;-0,3408;-0,2802;-0,1464;-0,6371;10,8104;-0,1494;-2,1402;-0,086;-0,8401;-0,1256;-0,1906;-1,0782;0,2258;-0,0344;-0,0652;-0,0324;-0,1468
"roser";-0,0106;-0,011;-0,0036;-0,0137;-0,3855;-0,0438;-0,0045;-0,0048;-0,0076;0,4873;-0,0097;-0,0975;-0,0064;-0,022;-0,0124;-0,0088;-0,0554;-0,3464;-0,2271;0,281;-0,061;-0,012;-0,0318;0,6621;-0,0109;-0,2279;-0,0929;-1,087;-0,0399;-0,1737;-0,3935;-0,1283;7,3695;-0,0235;-0,4089;-0,0343;-0,1494;-0,4919;-0,1069;-0,0094;-0,0178;-0,0088;-0,04
"élève";-0,0085;-0,0088;-0,0029;-0,011;-0,3084;-0,035;-0,0036;-0,0038;-0,0061;-0,42;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;-0,2771;-0,1817;2,7084;-0,0488;-0,0096;-0,0255;-0,0853;-0,0088;-0,5038;-0,0743;-0,8696;-0,0319;-0,139;0,2876;-0,1026;-0,1396;-0,0188;4,4688;-0,0274;-0,1195;-0,3935;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"oublier";-0,0099;-0,0103;-0,0034;-0,0128;-0,3598;1,0467;-0,0042;-0,0045;-0,0071;0,5285;-0,0091;-0,091;1,8622;-0,0205;-0,0116;-0,0082;-0,0517;-0,3233;0,4132;0,8407;-0,0569;-0,0112;-0,0297;-0,0995;-0,0102;-0,2038;0,7422;-0,1988;-0,0373;-0,1622;-0,3673;-0,1197;0,468;-0,0219;-0,3816;-0,032;-0,1394;-0,1373;-0,0998;-0,0088;-0,0166;-0,0083;-0,0374
"discours";-0,0354;-0,0368;-0,0121;-0,0457;0,2566;3,4418;-0,0149;-0,016;-0,0253;1,0495;-0,0324;-0,3252;-0,0215;-0,0733;-0,0413;-0,0294;-0,1847;0,3162;4,3431;0,3607;0,4275;-0,04;0,6639;-0,3555;-0,0365;-0,8274;0,2924;-3,6236;-0,1331;-0,5792;0,4726;-0,4275;-0,7294;-0,0782;-0,3908;0,636;0,5034;0,3032;0,2519;-0,0313;-0,0593;-0,0295;-0,1335
"richesse";-0,0212;-0,0221;-0,0073;-0,0274;-0,7711;-0,0876;-0,0089;-0,0096;-0,0152;1,5951;-0,0194;-0,1951;-0,0129;-0,044;-0,0248;-0,0176;-0,1108;-0,2715;-0,4542;-0,644;-0,1219;-0,024;-0,0637;-0,2133;-0,0219;-0,6526;-0,1859;7,5225;-0,0798;-0,3475;-0,3295;-0,2565;-0,5862;-0,0469;-0,8178;-0,0685;0,3033;-0,9837;0,4102;-0,0188;-0,0356;-0,0177;-0,0801
"fédéralistes";-0,0078;-0,0081;-0,0027;-0,01;-0,2827;-0,0321;-0,0033;-0,0035;-0,0056;-0,385;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;5,1489;-0,1665;-0,2361;-0,0447;-0,0088;-0,0233;-0,0782;-0,008;2,7201;-0,0681;-0,7971;-0,0293;-0,1274;-0,2886;-0,0941;-0,428;-0,0172;-0,2998;-0,0251;-0,1096;-0,3607;-0,0784;-0,0069;-0,013;-0,0065;-0,0294
"all";-0,0078;-0,0081;-0,0027;-0,01;4,8887;-0,0321;-0,0033;-0,0035;-0,0056;-0,385;-0,0071;-0,0715;-0,0047;-0,0161;5,9545;-0,0065;-0,0406;-0,254;-0,1665;1,0187;-0,0447;-0,0088;-0,0233;-0,0782;-0,008;-0,4618;-0,0681;-0,7971;-0,0293;-0,1274;-0,2886;-0,0941;-0,428;-0,0172;-0,2998;-0,0251;-0,1096;-0,3607;-0,0784;-0,0069;-0,013;-0,0065;-0,0294
"descartes";-0,0241;-0,025;-0,0082;-0,0311;-0,8739;-0,0992;-0,0101;-0,0108;-0,0172;-1,19;-0,022;-0,2211;-0,0146;-0,0499;-0,0281;-0,02;-0,1256;-0,7852;49,8426;-0,7299;-0,1382;-0,0272;-0,0722;-0,2417;-0,0248;-1,4274;-0,2106;-2,464;-0,0905;-0,3938;-0,8921;-0,2907;-1,323;-0,0532;-0,9268;-0,0776;-0,3386;-1,1149;-0,2424;-0,0213;-0,0403;-0,02;-0,0908
"roi";-0,0792;-0,0824;-0,0271;-0,1023;-2,8792;-0,327;-0,0333;-0,0357;-0,0567;0,6029;-0,0726;-0,7285;-0,0481;-0,1643;-0,0925;-0,0659;0,2117;1,5094;-0,5886;-2,4046;-0,4552;-0,0896;-0,2378;0,2639;-0,0817;46,9099;5,3098;-8,1179;-0,2981;-1,2975;-2,0372;-0,9578;-4,3587;-0,1752;-3,0536;-0,2558;-0,5594;-3,6732;-0,7985;-0,0701;-0,1329;-0,066;-0,299
"tsariste";-0,0156;-0,0162;-0,0053;-0,0201;-0,5655;-0,0642;-0,0065;-0,007;-0,0111;0,6193;-0,0142;-0,1431;-0,0094;-0,0323;-0,0182;-0,0129;-0,0812;-0,5081;-0,3331;-0,4722;-0,0894;-0,0176;-0,0467;-0,1564;-0,016;-0,9236;-0,1363;-0,4935;-0,0585;-0,2548;-0,5772;-0,1881;13,9046;-0,0344;-0,5997;-0,0502;-0,2191;-0,7214;-0,1568;-0,0138;-0,0261;-0,013;-0,0587
"aaron";-0,0078;-0,0081;-0,0027;-0,01;1,6558;-0,0321;-0,0033;-0,0035;-0,0056;-0,385;-0,0071;12,4262;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;-0,254;-0,1665;-0,2361;-0,0447;-0,0088;-0,0233;-0,0782;-0,008;-0,4618;-0,0681;-0,7971;-0,0293;-0,1274;-0,2886;-0,0941;-0,428;-0,0172;-0,2998;-0,0251;-0,1096;-0,3607;-0,0784;-0,0069;-0,013;-0,0065;-0,0294
"contre_révolutionnaire";-0,0113;-0,0118;-0,0039;-0,0146;-0,4112;-0,0467;-0,0048;-0,0051;-0,0081;-0,1902;-0,0104;-0,104;-0,0069;-0,0235;-0,0132;-0,0094;-0,0591;-0,3695;-0,2422;5,3274;-0,065;-0,0128;-0,034;-0,1137;-0,0117;1,2733;-0,0991;-1,1595;-0,0426;-0,1853;-0,4198;-0,1368;0,8168;-0,025;-0,4361;-0,0365;-0,1593;-0,1715;-0,1141;-0,01;-0,019;-0,0094;-0,0427
"perfectionnement";-0,0085;-0,0088;-0,0029;-0,011;-0,3084;-0,035;-0,0036;-0,0038;-0,0061;-0,42;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;-0,2771;-0,1817;-0,2576;-0,0488;-0,0096;-0,0255;-0,0853;-0,0088;-0,5038;-0,0743;4,067;-0,0319;-0,139;0,2876;-0,1026;-0,4669;-0,0188;1,4852;-0,0274;-0,1195;-0,3935;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"genèse";-0,0099;-0,0103;-0,0034;-0,0128;4,1412;-0,0409;-0,0042;-0,0045;-0,0071;-0,49;-0,0091;-0,091;-0,006;-0,0205;-0,0116;-0,0082;-0,0517;-0,3233;0,4132;-0,3005;-0,0569;-0,0112;-0,0297;-0,0995;-0,0102;-0,5877;-0,0867;-1,0145;-0,0373;0,5064;2,134;-0,1197;-0,1807;-0,0219;0,2331;-0,032;-0,1394;-0,4591;-0,0998;-0,0088;-0,0166;-0,0083;-0,0374
"list";-0,0226;1,2776;-0,0077;-0,0292;-0,8225;-0,0934;-0,0095;-0,0102;-0,0162;-0,5534;-0,0207;0,4194;-0,0137;-0,0469;-0,0264;-0,0188;-0,1182;-0,3;-0,155;0,3364;0,5871;-0,0256;-0,0679;0,3896;-0,0233;-0,7153;0,4359;2,7208;0,7494;-0,3706;-0,8396;0,3303;0,2801;-0,0501;-0,8723;0,81;-0,3187;-0,504;-0,2281;3,0016;-0,038;-0,0189;-0,0854
"mercantilisme";-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;-0,35;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;2,9308;-0,1514;-0,2147;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;-0,4198;-0,062;2,8023;-0,0266;-0,1158;-0,2624;-0,0855;-0,3891;-0,0156;-0,2726;-0,0228;-0,0996;-0,3279;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"programme";-0,0375;-0,039;-0,0128;-0,0484;-0,196;3,3444;-0,0157;-0,0169;-0,0268;-1,1187;-0,0343;-0,3447;-0,0227;-0,0777;-0,0438;-0,0312;-0,1957;-0,6336;-0,343;2,431;-0,2154;-0,0424;-0,1125;0,6723;-0,0387;-0,9118;-0,3284;-3,8411;0,557;-0,6139;1,0514;-0,1406;1,4561;-0,0829;-1,4448;-0,121;7,5928;-1,738;0,6706;-0,0332;-0,0629;-0,0312;0,5559
"tel";-0,0255;-0,0265;-0,0087;-0,0329;0,4655;-0,1051;-0,0107;-0,0115;-0,0182;3,5235;-0,0233;-0,2341;-0,0154;0,9413;-0,0297;-0,0212;-0,133;-0,8314;-0,1876;-0,7728;0,5436;-0,0288;-0,0764;-0,2559;-0,0263;-1,5114;-0,223;2,2352;-0,0958;0,2096;-0,4337;-0,3078;-1,4008;2,1248;-0,4586;-0,0822;0,2502;-0,598;0,3505;-0,0225;-0,0427;-0,0212;-0,0961
"croissance";-0,058;-0,0603;-0,0198;-0,0749;-2,1079;0,3729;-0,0244;-0,0262;-0,0415;-0,6385;-0,0531;-0,5333;-0,0352;-0,1203;-0,0677;-0,0482;-0,3029;-1,1552;-0,6495;-1,7604;-0,3333;-0,0656;-0,1741;-0,583;-0,0598;-3,4429;-0,5081;26,1878;-0,2182;-0,1983;0,6883;-0,7012;-0,8001;-0,1283;-2,2355;-0,1873;-0,8168;-0,8402;0,8248;-0,0513;-0,0973;-0,0483;-0,2189
"invention";-0,0354;-0,0368;-0,0121;-0,0457;-1,2852;0,5445;-0,0149;-0,016;-0,0253;-1,0343;-0,0324;-0,3252;-0,0215;-0,0733;-0,0413;-0,0294;-0,1847;-0,5829;0,2885;-1,0733;-0,2032;-0,04;-0,1061;-0,3555;-0,0365;-2,0992;-0,3098;16,0889;-0,1331;-0,2078;2,0862;-0,4275;-1,9456;1,8504;-1,363;-0,1142;-0,498;-1,6396;-0,3564;-0,0313;-0,0593;-0,0295;-0,1335
"île";-0,0078;-0,0081;-0,0027;-0,01;-0,2827;-0,0321;-0,0033;-0,0035;-0,0056;-0,385;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;0,3537;-0,1665;0,3774;1,0096;-0,0088;-0,0233;-0,0782;-0,008;-0,1362;0,838;0,2825;-0,0293;1,4878;-0,2886;-0,0941;-0,428;-0,0172;-0,2998;-0,0251;-0,1096;0,2486;0,782;-0,0069;-0,013;-0,0065;-0,0294
"nbc";-0,0198;-0,0206;-0,0068;-0,0256;-0,7197;-0,0817;-0,0083;-0,0089;-0,0142;-0,98;-0,0181;51,2216;-0,012;-0,0411;-0,0231;-0,0165;-0,1034;-0,6467;-0,4239;-0,601;-0,1138;-0,0224;-0,0594;-0,1991;-0,0204;-1,1755;-0,1735;-2,0291;-0,0745;-0,3243;-0,7346;-0,2394;-1,0895;-0,0438;-0,7633;-0,0639;-0,2789;-0,9181;-0,1996;-0,0175;-0,0332;-0,0165;-0,0747
"antérieur";-0,0078;-0,0081;-0,0027;-0,01;-0,2827;-0,0321;-0,0033;-0,0035;-0,0056;0,2307;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;-0,254;0,4969;-0,2361;-0,0447;-0,0088;-0,0233;-0,0782;-0,008;-0,4618;-0,0681;1,126;-0,0293;0,5947;-0,2886;-0,0941;0,6163;-0,0172;-0,2998;-0,0251;-0,1096;0,7254;-0,0784;-0,0069;-0,013;-0,0065;-0,0294
"sud";-0,0446;-0,0464;-0,0152;-0,0576;-1,6194;-0,1839;-0,0187;-0,0201;-0,0319;-1,4065;-0,0408;-0,4097;-0,027;-0,0924;-0,052;-0,037;1,7821;6,2341;-0,9539;2,5031;-0,256;-0,0504;3,5742;-0,1383;-0,046;-2,6451;-0,3903;-0,4525;2,1623;2,2034;-0,9607;-0,5387;-0,6973;-0,0986;-1,0114;-0,1439;-0,2362;0,3121;0,5627;-0,0394;-0,0747;-0,0371;-0,1682
"importer";-0,0212;-0,0221;-0,0073;-0,0274;0,6076;-0,0876;-0,0089;-0,0096;-0,0152;0,7002;-0,0194;0,4414;-0,0129;-0,044;-0,0248;-0,0176;-0,1108;1,7461;-0,4542;-0,2426;-0,1219;-0,024;-0,0637;-0,2133;-0,0219;-1,2595;-0,1859;-0,2995;-0,0798;0,2591;2,1481;0,3506;-0,2846;-0,0469;0,2579;-0,0685;-0,2988;-0,9837;-0,2139;-0,0188;-0,0356;-0,0177;-0,0801
